order_id,customer_id,order_date,age,gender,city,restaurant,cuisine,meal_type,order_value,discount_pct,discount_amount,distance_km,delivery_time_min,customer_rating,membership,payment_method,order_status,promo_used,weather,device_type,order_month,month_name,quarter,day_name,is_weekend,age_group,order_value_band,customer_order_count,customer_segment,gross_revenue,net_revenue
500050,10083,2025-08-09,42,Female,Greater Noida,Pizza Point,South Indian,Breakfast,643.0,5,32.150001525878906,6.0,40.0,4.800000190734863,False,Upi,Delivered,False,Clear,Ios,8,August,3,Saturday,True,35-44,High,2,Returning,694.0,661.8499755859375
500051,10303,2025-10-09,50,Female,Greater Noida,Royal Rasoi,South Indian,Lunch,710.9199829101562,10,71.08999633789062,7.5,38.0,4.400000095367432,False,Debit Card,Delivered,False,Cloudy,Ios,10,October,4,Thursday,False,45-60,High,7,Loyal,767.1699829101562,696.0800170898438
500052,10262,2025-01-28,53,Male,Lucknow,Urban Spice,Healthy,Dinner,607.8300170898438,10,60.779998779296875,4.199999809265137,,4.0,False,Credit Card,Cancelled,True,Cloudy,Web,1,January,1,Tuesday,False,45-60,High,1,New,652.530029296875,591.75
500053,10784,2025-12-27,29,Male,Chandigarh,Green Plate,Healthy,Dinner,1041.550048828125,30,312.4599914550781,6.800000190734863,41.0,4.199999809265137,False,Credit Card,Delivered,False,Rainy,Ios,12,December,4,Saturday,True,25-34,Premium,6,Loyal,1095.3499755859375,782.8900146484375
500054,11224,2025-03-18,40,Male,Gurugram,Urban Spice,South Indian,Breakfast,599.2100219726562,15,89.87999725341797,6.699999809265137,31.0,4.400000095367432,False,Upi,Delivered,False,Clear,Web,3,March,1,Tuesday,False,35-44,Medium,4,Returning,652.6599731445312,562.780029296875
500055,11264,2025-06-13,28,Male,Gurugram,Cafe Aroma,Healthy,Lunch,1066.5,0,0.0,6.099999904632568,,4.0,False,Upi,Cancelled,False,Clear,Android,6,June,2,Friday,False,25-34,Premium,2,Returning,1117.8499755859375,1117.8499755859375
500056,10914,2025-01-09,57,Female,Greater Noida,Food Junction,Healthy,Dinner,872.02001953125,20,174.39999389648438,4.300000190734863,36.0,3.200000047683716,False,Upi,Delivered,True,Clear,Android,1,January,1,Thursday,False,45-60,High,1,New,917.0700073242188,742.6699829101562
500057,10692,2025-06-24,38,Male,Delhi,Royal Rasoi,Biryani,Snacks,938.8200073242188,10,93.87999725341797,8.300000190734863,53.0,4.0,False,Debit Card,Delivered,False,Clear,Ios,6,June,2,Tuesday,False,35-44,High,2,Returning,997.8699951171875,903.989990234375
500058,10944,2025-11-03,54,Male,Ghaziabad,Food Junction,Chinese,Lunch,465.8500061035156,15,69.87999725341797,1.7999999523162842,,4.0,False,Upi,Cancelled,True,Cloudy,Android,11,November,4,Monday,False,45-60,Medium,4,Returning,502.1499938964844,432.2699890136719
500059,10683,2025-03-17,55,Female,Gurugram,Tandoori House,North Indian,Dinner,869.530029296875,15,130.42999267578125,4.099999904632568,33.0,3.200000047683716,False,Cash,Delivered,True,Cloudy,Android,3,March,1,Monday,False,45-60,High,3,Returning,913.8800048828125,783.4500122070312
500060,11319,2025-09-02,33,Male,Lucknow,Royal Rasoi,Fast Food,Dinner,650.2100219726562,0,0.0,4.199999809265137,,4.0,False,Upi,Cancelled,True,Rainy,Android,9,September,3,Tuesday,False,25-34,High,3,Returning,694.9099731445312,694.9099731445312
500061,11536,2025-05-02,19,Male,Lucknow,The Bowl Co,Fast Food,Lunch,274.6300048828125,0,0.0,7.300000190734863,41.0,4.400000095367432,True,Upi,Delivered,True,Hot,Web,5,May,2,Friday,False,18-24,Low,2,Returning,330.17999267578125,330.17999267578125
500062,10689,2025-07-04,27,Female,Ghaziabad,Street Kitchen,North Indian,Breakfast,639.5599975585938,0,0.0,3.0,,4.0,True,Upi,Cancelled,True,Cloudy,Android,7,July,3,Friday,False,25-34,High,4,Returning,680.0599975585938,680.0599975585938
500063,10396,2025-02-01,43,Male,Greater Noida,Urban Spice,South Indian,Snacks,708.1300048828125,15,106.22000122070312,0.800000011920929,,4.0,False,Debit Card,Cancelled,True,Cloudy,Ios,2,February,1,Saturday,True,35-44,High,6,Loyal,740.9299926757812,634.7100219726562
500064,11773,2025-09-07,38,Female,Noida,Street Kitchen,Pizza,Dinner,948.030029296875,25,237.00999450683594,12.199999809265137,39.0,3.9000000953674316,False,Upi,Delivered,False,Cloudy,Android,9,September,3,Sunday,True,35-44,High,4,Returning,1020.72998046875,783.719970703125
500065,11162,2025-02-26,41,Male,Jaipur,Tandoori House,Fast Food,Dinner,796.9099731445312,20,159.3800048828125,5.900000095367432,27.0,4.0,True,Wallet,Delivered,False,Rainy,Web,2,February,1,Wednesday,False,35-44,High,7,Loyal,847.5599975585938,688.1799926757812
500066,10839,2025-11-06,53,Male,Agra,Pizza Point,Fast Food,Snacks,812.1500244140625,20,162.42999267578125,0.800000011920929,,4.0,False,Upi,Cancelled,False,Cloudy,Android,11,November,4,Thursday,False,45-60,High,5,Returning,844.9500122070312,682.52001953125
500067,10878,2025-05-24,32,Female,Ghaziabad,Street Kitchen,Biryani,Lunch,664.0599975585938,10,66.41000366210938,6.300000190734863,43.0,4.5,True,Credit Card,Delivered,False,Clear,Android,5,May,2,Saturday,True,25-34,High,4,Returning,716.1099853515625,649.7000122070312
500068,10823,2025-11-14,27,Female,Noida,Royal Rasoi,Desserts,Dinner,940.3200073242188,0,0.0,5.699999809265137,34.0,2.9000000953674316,False,Credit Card,Delivered,False,Clear,Android,11,November,4,Friday,False,25-34,High,2,Returning,990.27001953125,990.27001953125
500069,11153,2025-03-25,25,Male,Noida,Green Plate,Desserts,Dinner,456.04998779296875,0,0.0,11.0,46.0,4.0,False,Upi,Delivered,False,Clear,Android,3,March,1,Tuesday,False,25-34,Medium,2,Returning,524.5499877929688,524.5499877929688
500070,10049,2025-02-25,25,Male,Kanpur,The Bowl Co,Pizza,Breakfast,483.4800109863281,15,72.5199966430664,3.299999952316284,24.0,4.0,False,Credit Card,Delivered,False,Clear,Android,2,February,1,Tuesday,False,25-34,Medium,5,Returning,525.030029296875,452.510009765625
500071,11700,2025-10-06,58,Female,Agra,Urban Spice,Desserts,Dinner,751.6900024414062,15,112.75,7.400000095367432,32.0,3.700000047683716,False,Debit Card,Delivered,True,Rainy,Android,10,October,4,Monday,False,45-60,High,7,Loyal,807.5900268554688,694.8400268554688
500072,10789,2025-09-30,44,Female,Lucknow,The Bowl Co,Pizza,Snacks,1113.4200439453125,0,0.0,1.7000000476837158,34.0,4.400000095367432,True,Upi,Delivered,True,Clear,Web,9,September,3,Tuesday,False,35-44,Premium,3,Returning,1149.3699951171875,1149.3699951171875
500073,10293,2025-06-15,55,Male,Ghaziabad,Food Junction,Chinese,Lunch,798.6699829101562,10,79.87000274658203,2.5,43.0,4.400000095367432,False,Debit Card,Delivered,True,Rainy,Android,6,June,2,Sunday,True,45-60,High,7,Loyal,837.4199829101562,757.5499877929688
500074,11652,2025-06-07,31,Female,Lucknow,The Bowl Co,South Indian,Lunch,363.4100036621094,0,0.0,6.599999904632568,37.0,3.9000000953674316,False,Debit Card,Delivered,False,Clear,Android,6,June,2,Saturday,True,25-34,Medium,5,Returning,416.510009765625,416.510009765625
500075,10536,2025-09-06,42,Female,Chandigarh,The Bowl Co,Healthy,Snacks,686.47998046875,0,0.0,3.5,29.0,3.700000047683716,True,Upi,Delivered,False,Cloudy,Android,9,September,3,Saturday,True,35-44,High,3,Returning,728.72998046875,728.72998046875
500076,10311,2025-07-05,46,Male,Greater Noida,The Bowl Co,Desserts,Breakfast,521.510009765625,0,0.0,4.199999809265137,23.0,4.599999904632568,False,Upi,Delivered,False,Clear,Android,7,July,3,Saturday,True,45-60,Medium,5,Returning,566.2100219726562,566.2100219726562
500077,10537,2025-03-19,38,Male,Gurugram,Fresh Bites,Chinese,Dinner,452.80999755859375,15,67.91999816894531,4.699999809265137,36.0,3.5999999046325684,False,Credit Card,Delivered,False,Clear,Android,3,March,1,Wednesday,False,35-44,Medium,4,Returning,499.260009765625,431.3399963378906
500078,10639,2025-01-22,54,Male,Jaipur,Food Junction,Biryani,Lunch,774.1099853515625,0,0.0,7.099999904632568,52.0,5.0,True,Credit Card,Delivered,False,Clear,Android,1,January,1,Wednesday,False,45-60,High,4,Returning,828.9600219726562,828.9600219726562
500079,10234,2025-04-18,45,Male,Delhi,Royal Rasoi,South Indian,Snacks,518.6900024414062,30,155.61000061035156,7.0,,4.0,False,Upi,Cancelled,True,Hot,Ios,4,April,2,Friday,False,45-60,Medium,5,Returning,573.1900024414062,417.5799865722656
500080,11233,2025-09-30,55,Male,Lucknow,Fresh Bites,Fast Food,Breakfast,379.94000244140625,0,0.0,6.5,34.0,3.9000000953674316,False,Cash,Delivered,False,Clear,Android,9,September,3,Tuesday,False,45-60,Medium,6,Loyal,432.69000244140625,432.69000244140625
500081,10605,2025-09-09,33,Male,Delhi,Urban Spice,Healthy,Lunch,760.280029296875,5,38.0099983215332,4.599999904632568,,4.0,False,Upi,Cancelled,True,Clear,Android,9,September,3,Tuesday,False,25-34,High,4,Returning,806.3800048828125,768.3699951171875
500082,10094,2025-01-15,52,Male,Greater Noida,Cafe Aroma,South Indian,Dinner,422.8399963378906,20,84.56999969482422,7.400000095367432,31.0,3.5,True,Credit Card,Delivered,True,Clear,Ios,1,January,1,Wednesday,False,45-60,Medium,2,Returning,478.739990234375,394.1700134277344
500083,10327,2025-10-31,42,Male,Lucknow,Cafe Aroma,South Indian,Lunch,860.0800170898438,0,0.0,7.099999904632568,,4.0,False,Debit Card,Cancelled,False,Cloudy,Android,10,October,4,Friday,False,35-44,High,4,Returning,914.9299926757812,914.9299926757812
500084,10225,2025-06-09,24,Female,Chandigarh,Biryani Hub,Healthy,Breakfast,318.57000732421875,15,47.790000915527344,3.5999999046325684,27.0,4.099999904632568,False,Credit Card,Delivered,False,Clear,Ios,6,June,2,Monday,False,18-24,Medium,3,Returning,361.1700134277344,313.3800048828125
500085,10967,2025-07-24,40,Male,Noida,Street Kitchen,Desserts,Lunch,469.2099914550781,15,70.37999725341797,2.9000000953674316,38.0,4.0,True,Upi,Delivered,True,Clear,Android,7,July,3,Thursday,False,35-44,Medium,7,Loyal,509.3599853515625,438.9800109863281
500086,10890,2025-04-23,21,Female,Ghaziabad,Tandoori House,Fast Food,Snacks,1725.469970703125,30,517.6400146484375,7.800000190734863,52.0,3.799999952316284,False,Wallet,Delivered,True,Clear,Web,4,April,2,Wednesday,False,18-24,Premium,5,Returning,1782.77001953125,1265.1300048828125
500087,10011,2025-06-17,28,Female,Lucknow,Urban Spice,South Indian,Lunch,507.3299865722656,5,25.3700008392334,2.5999999046325684,37.0,4.099999904632568,False,Debit Card,Delivered,True,Rainy,Ios,6,June,2,Tuesday,False,25-34,Medium,5,Returning,546.4299926757812,521.0599975585938
500088,11353,2025-12-19,59,Female,Noida,Pizza Point,Healthy,Dinner,366.4700012207031,5,18.31999969482422,10.699999809265137,49.0,3.4000000953674316,False,Debit Card,Delivered,False,Clear,Web,12,December,4,Friday,False,45-60,Medium,3,Returning,433.9200134277344,415.6000061035156
500089,11036,2025-09-10,43,Male,Gurugram,Biryani Hub,Chinese,Lunch,790.7000122070312,10,79.06999969482422,7.900000095367432,37.0,3.5,False,Cash,Delivered,False,Clear,Ios,9,September,3,Wednesday,False,35-44,High,4,Returning,848.3499755859375,769.280029296875
500090,10035,2025-07-05,24,Female,Agra,Urban Spice,Fast Food,Lunch,756.5999755859375,15,113.48999786376953,4.800000190734863,44.0,3.9000000953674316,False,Upi,Delivered,False,Hot,Android,7,July,3,Saturday,True,18-24,High,3,Returning,803.4000244140625,689.9099731445312
500091,10447,2025-12-13,21,Female,Lucknow,Wok Express,Fast Food,Dinner,296.4100036621094,15,44.459999084472656,4.5,38.0,3.5999999046325684,False,Upi,Delivered,True,Clear,Ios,12,December,4,Saturday,True,18-24,Low,4,Returning,342.1600036621094,297.70001220703125
500092,11476,2025-08-15,51,Male,Agra,Wok Express,Chinese,Lunch,948.1500244140625,10,94.81999969482422,2.700000047683716,31.0,2.5999999046325684,True,Debit Card,Delivered,True,Rainy,Android,8,August,3,Friday,False,45-60,High,4,Returning,987.5999755859375,892.780029296875
500093,11764,2025-01-16,45,Female,Noida,Fresh Bites,Pizza,Dinner,450.8699951171875,15,67.62999725341797,4.800000190734863,39.0,5.0,False,Upi,Delivered,True,Clear,Android,1,January,1,Thursday,False,45-60,Medium,2,Returning,497.6700134277344,430.0400085449219
500094,11244,2025-06-05,44,Female,Gurugram,Royal Rasoi,Desserts,Lunch,869.3800048828125,15,130.41000366210938,6.0,44.0,3.299999952316284,False,Upi,Delivered,False,Clear,Ios,6,June,2,Thursday,False,35-44,High,3,Returning,920.3800048828125,789.969970703125
500095,10441,2025-12-20,48,Female,Gurugram,Biryani Hub,Pizza,Snacks,787.6099853515625,15,118.13999938964844,1.7999999523162842,49.0,3.9000000953674316,True,Cash,Delivered,True,Rainy,Android,12,December,4,Saturday,True,45-60,High,3,Returning,823.9099731445312,705.77001953125
500096,10653,2025-04-21,35,Female,Gurugram,Tandoori House,Pizza,Lunch,759.2899780273438,10,75.93000030517578,2.0,34.0,3.799999952316284,False,Upi,Delivered,False,Clear,Ios,4,April,2,Monday,False,35-44,High,6,Loyal,796.2899780273438,720.3599853515625
500097,11559,2025-01-01,46,Male,Ghaziabad,Fresh Bites,North Indian,Dinner,820.9000244140625,20,164.17999267578125,8.699999809265137,54.0,3.200000047683716,False,Cash,Delivered,True,Rainy,Web,1,January,1,Wednesday,False,45-60,High,4,Returning,881.3499755859375,717.1699829101562
500098,10595,2025-02-10,18,Female,Kanpur,Wok Express,Fast Food,Lunch,659.969970703125,15,99.0,8.199999809265137,44.0,3.9000000953674316,False,Credit Card,Delivered,True,Clear,Web,2,February,1,Monday,False,18-24,High,3,Returning,718.6699829101562,619.6699829101562
500099,10229,2025-02-17,56,Male,Noida,Biryani Hub,Chinese,Lunch,728.8900146484375,5,36.439998626708984,8.600000381469727,51.0,4.400000095367432,False,Upi,Delivered,True,Clear,Ios,2,February,1,Monday,False,45-60,High,5,Returning,788.989990234375,752.5499877929688
